,tipo_de_contribuinte_1,fracao_ideal,area_do_terreno,area_construida,area_ocupada,valor_do_m2_do_terreno,valor_do_m2_de_construcao,ano_da_construcao_corrigido,quantidade_de_pavimentos,testada_para_calculo,tipo_de_uso_do_imovel,tipo_de_padrao_da_construcao,tipo_de_terreno,fator_de_obsolescencia,latitude,longitude,labels
929077,0.0,0.0047,7391,107,1510,792.0,1607.0,1998,14,93.0,0,0,2,0.81,-23.585879300000002,-46.536578799999994,42
781777,1.0,0.0111,3150,189,2404,822.0,1854.0,2014,14,0.0,0,1,3,0.96,-23.551904500000003,-46.7497141,38
1057087,1.0,0.0101,3425,60,1007,1315.0,1607.0,2003,6,20.0,0,0,1,0.86,-23.6118397,-46.74339129999999,93
159711,1.0,0.0078,3072,111,2840,4712.0,3352.0,1995,18,73.61,3,6,2,0.78,-23.582353100000002,-46.6847935,67
1129002,1.0,0.0208,3254,49,582,72.0,703.0,1996,4,55.69,0,12,1,0.64,-23.5948621,-46.4143723,6
167985,1.0,0.0058,2601,107,1734,9175.0,2497.0,2013,25,120.0,0,1,2,0.96,-23.610542600000002,-46.695094399999995,45
805282,0.0,0.0795,720,82,310,2776.0,1631.0,1970,4,12.0,0,4,1,0.2,-23.5451647,-46.6937925,129
62243,0.0,0.0007,2150,17,1710,4665.0,2497.0,1985,21,50.0,1,1,3,0.64,-23.603322,-46.665470500000005,101
310588,0.0,0.0009,13607,99,2600,5406.0,2139.0,1974,29,100.2,0,0,1,0.48,-23.562512899999998,-46.6478076,97
1051751,0.0,0.0583,978,237,706,927.0,1854.0,1994,10,34.3,0,1,3,0.76,-23.623223199999998,-46.738940500000005,149
29771,0.0,0.0048,1008,41,700,8200.0,2139.0,1966,16,18.0,0,0,1,0.33,-23.557964300000002,-46.6630097,84
78994,0.0,0.0183,1400,175,439,4248.0,2139.0,1988,14,30.0,0,0,1,0.69,-23.6088074,-46.658644,133
647309,0.0,0.0018,11472,175,10282,3023.0,2139.0,2000,21,0.0,0,0,3,0.83,-23.5457271,-46.56368870000001,98
504643,1.0,0.0087,2979,123,1500,1425.0,2139.0,2015,19,34.55,0,0,1,0.97,-23.5716359,-46.6164866,93
856684,0.0,0.0125,1600,163,1237,1679.0,1854.0,2007,21,40.0,0,1,3,0.9,-23.648001999999998,-46.66815089999999,98
658489,1.0,0.0022,2161,27,1435,874.0,1607.0,2014,13,50.0,1,0,2,0.96,-23.5449414,-46.532375,118
867262,0.0,0.001,73836,265,6861,1522.0,1854.0,1983,28,89.91,0,1,3,0.62,-23.6558004,-46.689602799999996,32
425868,1.0,0.014,1042,102,336,3043.0,2139.0,1984,14,20.41,0,0,1,0.63,-23.534507,-46.685671899999996,30
823734,0.0,0.0277,1200,161,500,2330.0,2139.0,1973,9,20.0,0,0,1,0.46,-23.6317909,-46.6928314,133
907524,0.0,0.0079,1500,80,1112,783.0,1607.0,2008,17,50.0,0,0,3,0.91,-23.5037949,-46.6949922,140
262162,0.0,0.004,1963,73,1794,2524.0,2139.0,1995,18,64.85,0,0,2,0.78,-23.5511066,-46.64368270000001,42
205855,1.0,0.0121,1628,152,338,3107.0,2139.0,2010,22,27.05,0,0,1,0.93,-23.587158,-46.6441113,93
341715,1.0,0.0109,1019,92,1007,4916.0,2584.0,2003,15,28.95,3,5,1,0.86,-23.556309,-46.652271,67
552808,0.0,0.0009,9256,13,2118,2338.0,2139.0,1978,11,163.49,1,0,1,0.54,-23.5961349,-46.629387799999996,0
28312,0.0,0.0642,1254,569,1059,8388.0,3092.0,1992,17,36.55,0,2,1,0.74,-23.574573,-46.6592339,69
115774,0.0,0.0289,401,87,188,6984.0,2139.0,1970,16,11.5,0,0,1,0.41,-23.5701706,-46.651252899999996,133
894188,0.0,0.0142,2276,102,564,2367.0,1607.0,1985,9,0.0,0,0,3,0.64,-23.5887116,-46.7200669,140
353196,0.0,0.0476,650,131,128,2613.0,2139.0,1985,12,20.0,0,0,1,0.64,-23.542243,-46.6903521,133
145732,0.0,0.0072,1320,81,1000,4886.0,2139.0,1972,18,22.0,0,0,1,0.44,-23.5559647,-46.6765958,84
474223,0.0,0.0686,1200,349,1055,1915.0,2213.0,1991,18,40.0,0,2,1,0.73,-23.5721074,-46.5908495,146
275458,0.0,0.0024,4457,107,3362,3394.0,2139.0,2015,32,108.52,0,0,2,0.97,-23.5510825,-46.647343799999994,42
1149912,0.0,0.0117,1567,96,356,1213.0,1607.0,1984,19,60.0,0,0,2,0.63,-23.507042499999997,-46.6664599,42
248136,0.0,0.0041,1050,31,840,1878.0,2139.0,1973,14,25.0,1,0,3,0.46,-23.5539388,-46.6309714,0
448894,0.0,0.0087,4700,185,2500,1607.0,1607.0,2003,15,57.0,0,0,2,0.86,-23.557132199999998,-46.59799,42
912243,0.0,0.019,963,108,242,983.0,1607.0,1987,14,26.0,0,0,1,0.67,-23.5130742,-46.5169026,10
917034,0.0,0.0006,2233,10,700,487.0,1224.0,1982,9,99.14,1,0,2,0.6,-23.500638199999997,-46.434787299999996,0
906534,1.0,0.0139,1643,96,738,755.0,1607.0,1985,19,67.0,0,0,3,0.64,-23.5008978,-46.695860700000004,115
826650,1.0,0.0047,5902,185,5441,3989.0,2497.0,2005,27,50.89,0,1,1,0.88,-23.6244531,-46.68541,8
189509,0.0,0.0236,2139,115,540,2318.0,2139.0,1982,12,62.93,0,0,3,0.6,-23.6197007,-46.664265500000006,109
370148,0.0,0.0137,800,109,650,2246.0,1607.0,1970,8,16.0,0,0,1,0.41,-23.528896,-46.633799700000004,10
768929,1.0,0.0035,8557,111,7000,762.0,1607.0,2011,20,0.0,0,0,3,0.94,-23.498409699999996,-46.6955052,81
490226,0.0,0.0064,2147,94,1500,3196.0,2139.0,1972,14,39.75,0,0,1,0.44,-23.5677044,-46.634476299999996,84
675906,1.0,0.0347,1000,85,330,517.0,1607.0,1982,8,20.0,0,0,1,0.6,-23.5217616,-46.551041399999995,30
1057093,0.0,0.0038,8772,163,5106,1315.0,1854.0,2012,25,92.2,0,1,1,0.95,-23.612427899999997,-46.7427789,143
149504,0.0,0.0079,2946,100,860,4286.0,2139.0,1985,10,45.75,2,0,2,0.64,-23.5569981,-46.6807796,34
110340,1.0,0.0272,855,134,356,6454.0,2139.0,1981,14,19.0,0,0,1,0.59,-23.542849899999997,-46.6527664,31
1158498,0.0,0.0072,1424,65,493,1846.0,2139.0,1989,11,38.0,0,0,2,0.7,-23.609043,-46.6364939,82
789886,1.0,0.0119,3254,179,2062,1945.0,2139.0,2008,22,64.0,0,0,1,0.91,-23.536681100000003,-46.71667120000001,93
770419,0.0,0.0008,6947,35,2594,762.0,1607.0,1994,21,39.01,1,0,1,0.76,-23.4980065,-46.6904367,131
708012,1.0,0.0119,1872,89,1124,864.0,1607.0,2009,22,37.0,0,0,3,0.92,-23.485680399999996,-46.592182799999996,38
674204,0.0,0.0065,2151,101,1733,817.0,1607.0,2001,20,49.5,0,0,3,0.84,-23.5210788,-46.534706,140
639043,1.0,0.0035,3950,91,3950,3171.0,2139.0,2006,21,80.0,0,0,2,0.89,-23.5438753,-46.5660027,94
1143547,1.0,0.0009,7480,22,1572,661.0,1607.0,2005,15,68.0,1,0,1,0.88,-23.574638699999998,-46.5304737,118
1058441,1.0,0.0023,31250,330,8027,780.0,1854.0,2011,33,197.94,0,1,2,0.94,-23.621562100000002,-46.7419997,46
892473,0.0,0.0028,1405,22,263,1422.0,1607.0,1998,13,36.0,1,0,1,0.81,-23.575597100000003,-46.7324615,131
270382,0.0,0.006,578,47,254,2730.0,2139.0,1977,29,67.93,0,0,1,0.52,-23.555897199999997,-46.640852200000005,33
1115430,1.0,0.0208,2385,49,582,47.0,703.0,1996,4,36.63,0,12,1,0.64,-23.5934869,-46.3996206,6
197113,0.0,0.0138,1797,114,400,3099.0,2139.0,1972,16,24.45,0,0,1,0.44,-23.577343799999998,-46.645196399999996,84
34157,0.0,0.0014,1810,20,1443,8206.0,2497.0,1990,21,45.5,1,1,3,0.71,-23.5721776,-46.6557318,70
360145,0.0,0.0141,1600,166,517,3074.0,2497.0,2002,19,32.0,0,1,1,0.85,-23.538099399999997,-46.681873700000004,48
1047970,0.0,0.0187,3910,403,3000,1817.0,1854.0,2008,28,156.5,0,1,1,0.91,-23.6179542,-46.738377299999996,55
1076331,1.0,0.0027,9750,106,3812,1115.0,1607.0,2011,20,160.45,0,0,2,0.94,-23.511411399999997,-46.692828999999996,94
340003,0.0,0.0241,500,85,350,4098.0,2139.0,1972,13,10.0,0,0,1,0.44,-23.5551077,-46.6519932,133
29203,0.0,0.0321,1395,351,800,7976.0,3092.0,1974,22,30.8,0,2,1,0.48,-23.5664861,-46.6616073,69
731044,0.0,0.058,1121,113,750,1332.0,1607.0,1970,4,47.75,0,0,2,0.41,-23.478208,-46.6331891,3
210142,0.0,0.0021,1358,21,523,2884.0,2139.0,1977,17,52.0,1,0,2,0.52,-23.5917604,-46.6423085,53
938563,1.0,0.0159,1997,81,650,855.0,1607.0,1985,9,0.0,0,0,3,0.64,-23.669335699999998,-46.6623532,115
446707,0.0,0.0134,1081,108,1003,1556.0,1607.0,1989,22,23.48,0,0,1,0.7,-23.5579948,-46.5936125,78
539524,0.0,0.0241,929,109,845,2875.0,2139.0,1994,11,15.94,0,0,1,0.76,-23.594216699999997,-46.64660070000001,66
585978,0.0,0.0147,977,100,864,2291.0,2139.0,2004,18,22.72,0,0,1,0.88,-23.6199984,-46.6404718,66
542055,0.0,0.0038,2739,75,780,3491.0,2139.0,1977,19,46.55,0,0,1,0.52,-23.5970565,-46.6419189,100
1122212,1.0,0.027,1396,57,416,47.0,703.0,1996,5,37.31,0,12,1,0.64,-23.5912098,-46.394681899999995,6
183873,0.0,0.0593,1000,434,1000,2891.0,3092.0,1999,19,20.0,0,2,3,0.82,-23.6163033,-46.672076399999995,88
650260,1.0,0.0116,19974,750,7174,6554.0,3599.0,1992,25,127.5,0,3,1,0.74,-23.556691600000004,-46.565076,110
1046076,0.0,0.0411,930,180,650,1699.0,1607.0,1997,9,20.0,0,0,1,0.8,-23.6179342,-46.736406099999996,128
615476,0.0,0.001,150736,95,23319,555.0,1285.0,1981,4,320.72,0,4,2,0.26,-23.6239775,-46.586253899999996,47
1116177,1.0,0.0208,2174,49,582,47.0,703.0,1996,4,43.46,0,12,1,0.64,-23.5904253,-46.4002529,6
1135897,0.0,0.0044,2007,37,335,2743.0,2497.0,1985,13,40.18,1,1,1,0.64,-23.6064004,-46.7048679,131
892903,0.0,0.0077,5070,176,4813,1403.0,1607.0,1997,17,46.11,0,0,1,0.8,-23.582303,-46.7361733,128
78768,1.0,0.0065,1300,67,1150,4379.0,2584.0,2000,20,30.0,3,5,1,0.83,-23.6084165,-46.6601766,67
606524,0.0,0.0057,4374,110,2000,1008.0,1607.0,2013,25,61.5,0,0,1,0.96,-23.626816,-46.604983000000004,78
819702,0.0,0.0248,1000,101,838,2150.0,2139.0,1996,10,25.0,0,0,1,0.79,-23.6283734,-46.689931200000004,66
815627,0.0,0.0162,2206,151,1846,3599.0,2139.0,1996,17,36.3,0,0,3,0.79,-23.563644,-46.69684829999999,109
410677,0.0,0.053,800,308,726,3160.0,2497.0,1992,19,16.0,0,1,1,0.74,-23.538264899999998,-46.6796314,48
12906,0.0,0.0045,1841,41,593,8007.0,2139.0,1981,13,29.86,0,0,1,0.59,-23.559835999999997,-46.667019700000004,84
821480,1.0,0.0032,3216,97,1605,2545.0,2497.0,2016,27,67.0,0,1,1,0.98,-23.6202391,-46.695396,16
791695,0.0,0.0027,1886,43,1239,2297.0,2139.0,1993,17,32.68,1,0,2,0.75,-23.530817499999998,-46.729229499999995,101
1031361,1.0,0.0179,1867,142,1529,1780.0,1607.0,2002,15,63.0,0,0,2,0.85,-23.6318957,-46.7336375,94
1097256,1.0,0.0166,2206,57,720,211.0,703.0,1987,5,70.86,0,12,2,0.42,-23.541499899999998,-46.4345199,91
794345,0.0,0.0219,650,107,450,2482.0,2139.0,1974,13,20.0,0,0,1,0.48,-23.5415826,-46.7001626,133
503824,1.0,0.0027,25769,277,14821,1532.0,3092.0,2011,28,186.79,0,2,3,0.94,-23.576653,-46.6041678,73
629757,0.0,0.0006,4076,26,1100,1211.0,1607.0,1996,19,79.4,1,0,2,0.79,-23.5684762,-46.583018599999996,36
214483,0.0,0.0248,1200,170,257,4157.0,2139.0,1983,19,30.0,0,0,1,0.62,-23.594535999999998,-46.684926000000004,133
22690,0.0,0.0239,1200,145,600,8165.0,2139.0,1974,18,29.0,0,0,1,0.48,-23.5711158,-46.6600089,84
830042,0.0,0.0093,1611,92,864,2185.0,2139.0,2012,10,0.0,0,0,3,0.95,-23.6196036,-46.6831019,98
454496,1.0,0.0007,3997,27,2696,1990.0,1607.0,1991,22,123.5,1,0,2,0.73,-23.538952600000002,-46.5915324,118
802102,0.0,0.0206,280,33,200,2909.0,2139.0,1974,9,7.0,1,0,1,0.48,-23.561860999999997,-46.690259000000005,53
764117,1.0,0.004,3296,87,2440,894.0,1607.0,2006,16,0.0,0,0,3,0.89,-23.5038894,-46.676475200000006,81
1105941,1.0,0.0056,10380,98,1980,72.0,927.0,2005,5,11.68,0,4,1,0.81,-23.552970499999997,-46.4309067,87
1052052,1.0,0.0074,4831,172,2800,864.0,1854.0,2012,21,150.9,0,1,1,0.95,-23.625560699999998,-46.7395789,8
588404,0.0,0.0118,1262,98,438,1733.0,2139.0,1983,12,28.0,0,0,1,0.62,-23.6211417,-46.6357983,133
698669,1.0,0.0072,3189,97,1782,961.0,1607.0,2014,21,0.0,0,0,3,0.96,-23.4726212,-46.6002933,38
520686,0.0,0.0359,750,151,429,3199.0,2139.0,1991,14,22.8,0,0,3,0.73,-23.586914,-46.6332625,109
918167,0.0,0.0033,5302,53,1750,694.0,1607.0,2009,10,69.49,0,0,1,0.92,-23.5462156,-46.5055208,28
946057,1.0,0.0132,2685,185,1800,1129.0,1607.0,2012,9,105.0,0,0,2,0.95,-23.6020357,-46.7324068,94
748306,0.0,0.0009,1824,14,364,2922.0,2139.0,1982,18,39.0,1,0,1,0.6,-23.4960447,-46.6259796,131
361185,0.0,0.0366,655,161,591,2981.0,2139.0,1994,15,14.0,0,0,1,0.76,-23.540126899999997,-46.679508399999996,66
258952,0.0,0.0316,619,239,500,4195.0,2497.0,1955,16,20.9,0,1,1,0.2,-23.549424600000002,-46.6447306,127
894479,1.0,0.001,2229,5,359,2376.0,1607.0,1982,14,62.02,1,0,3,0.6,-23.5909437,-46.7209717,115
158969,0.0,0.0063,1916,87,621,6274.0,3352.0,1988,21,57.62,3,6,3,0.69,-23.582221399999998,-46.6809401,34
754324,1.0,0.0039,1808,21,492,1511.0,2139.0,1980,13,20.0,1,0,1,0.57,-23.4903206,-46.6295372,106
635408,1.0,0.014,1746,177,1580,3112.0,2139.0,1992,19,28.0,0,0,1,0.74,-23.5408628,-46.5663881,93
542341,0.0,0.016,1383,167,1296,3544.0,2139.0,1990,17,27.9,0,0,1,0.71,-23.5961729,-46.641758700000004,66
317223,0.0,0.0047,4000,99,2000,5558.0,2139.0,1970,21,40.1,0,0,1,0.41,-23.5645457,-46.647186299999994,33
931841,0.0,0.0038,1500,21,809,874.0,1607.0,1985,10,30.0,1,0,1,0.64,-23.5915452,-46.558542200000005,131
1104911,0.0,0.0271,2110,56,458,217.0,703.0,1987,5,31.74,0,12,1,0.42,-23.5420449,-46.4373979,105
36061,0.0,0.0046,1839,76,1800,8070.0,2584.0,1999,21,36.7,3,5,2,0.82,-23.571260100000003,-46.6577804,34
909946,1.0,0.0222,3000,106,477,278.0,1285.0,1986,5,60.0,0,4,3,0.4,-23.4828214,-46.6882101,62
230627,0.0,0.0321,140,86,140,6744.0,2139.0,1956,16,23.3,0,0,1,0.2,-23.5399742,-46.631110799999995,139
766462,0.0,0.004,1094,41,521,767.0,1607.0,2015,10,0.0,1,0,3,0.97,-23.491009,-46.652246500000004,0
774133,0.0,0.0112,1134,65,700,862.0,1607.0,1970,8,48.1,0,0,2,0.41,-23.488594,-46.7194961,64
885777,0.0,0.0053,6840,212,2176,1702.0,1854.0,2011,25,44.0,0,1,1,0.94,-23.5198217,-46.7243844,114
878228,0.0,0.127,348,72,200,721.0,1607.0,1971,4,21.5,0,0,1,0.42,-23.6729848,-46.7108834,129
675645,1.0,0.0004,4380,19,2113,780.0,1607.0,1990,18,60.0,1,0,1,0.71,-23.5160202,-46.53577620000001,118
508124,0.0,0.0366,1145,306,350,3582.0,2497.0,1993,15,25.0,0,1,1,0.75,-23.572172199999997,-46.6362152,48
1124161,1.0,0.0104,5008,49,1163,72.0,703.0,1996,4,0.0,0,12,3,0.64,-23.5898124,-46.41138,43
490990,0.0,0.0487,375,122,320,2632.0,2139.0,1970,8,15.0,0,0,1,0.41,-23.568225199999997,-46.6316696,133
32665,0.0,0.0541,265,111,265,8573.0,2139.0,1960,10,15.5,0,0,1,0.22,-23.565893300000003,-46.65586629999999,133
127800,1.0,0.0387,1494,267,384,3952.0,2497.0,1990,15,29.88,0,1,1,0.71,-23.559654000000002,-46.682357399999994,31
818930,0.0,0.0063,8024,169,1374,2114.0,2497.0,2004,19,110.4,0,1,3,0.88,-23.628183899999996,-46.693404799999996,143
461180,1.0,0.0014,3558,27,1160,3057.0,2139.0,1978,9,88.93,1,0,1,0.54,-23.5352452,-46.575463,118
486723,0.0,0.0069,949,45,712,2119.0,2139.0,1978,20,21.98,0,0,1,0.54,-23.5607917,-46.6314609,84
994890,0.0,0.1,664,125,142,399.0,927.0,1987,5,50.0,0,4,3,0.42,-23.6048844,-46.518574799999996,75
390691,0.0,0.0238,1863,241,900,6304.0,2497.0,1966,12,25.0,0,1,1,0.33,-23.5374165,-46.656543400000004,9
453795,1.0,0.0033,8521,196,7016,2033.0,1854.0,2009,27,130.16,0,1,3,0.92,-23.5399657,-46.5920902,46
179828,0.0,0.0027,2951,80,1883,2332.0,2139.0,2012,28,67.53,0,0,5,0.95,-23.6137936,-46.69083070000001,1
804202,0.0,0.0278,300,48,200,2848.0,2139.0,1970,10,10.0,0,0,3,0.41,-23.542892000000002,-46.695559,109
792903,0.0,0.0045,5772,196,5543,2341.0,2139.0,2003,22,49.48,0,0,1,0.86,-23.5258915,-46.7322336,80
361335,0.0,0.0021,1500,29,1500,3187.0,2497.0,1997,10,30.0,1,1,1,0.8,-23.539504,-46.680176,131
298252,0.0,0.0854,306,70,290,2758.0,2139.0,1954,4,10.25,0,0,1,0.2,-23.5369659,-46.6467145,139
487926,0.0,0.0033,6916,94,4077,1558.0,2139.0,1976,26,30.5,0,0,1,0.51,-23.5656505,-46.6282223,97
133407,0.0,0.0402,850,258,847,4765.0,2497.0,1999,14,17.0,0,1,1,0.82,-23.5639556,-46.684917,48
25605,0.0,0.0032,1385,31,700,8355.0,2497.0,1973,13,33.67,1,1,1,0.46,-23.572750600000003,-46.6605481,29
727965,0.0,0.0062,6616,120,5124,1279.0,1607.0,1989,14,35.0,0,0,1,0.7,-23.461424100000002,-46.61546729999999,125
767749,0.0,0.0032,9318,105,6000,992.0,1607.0,2004,13,0.0,0,0,3,0.88,-23.5001643,-46.674651700000005,12
426745,0.0,0.0251,644,85,215,3219.0,2139.0,1984,12,14.0,0,0,1,0.63,-23.5359677,-46.6830616,133
1137962,0.0,0.0625,2000,494,453,2639.0,2497.0,1995,8,40.0,0,1,1,0.78,-23.6119664,-46.7077552,48
123963,0.0,0.0795,526,134,400,6454.0,1631.0,1957,3,12.0,0,4,1,0.2,-23.576772000000002,-46.6484825,52
822686,0.0,0.0028,1500,26,400,3054.0,2139.0,1976,23,30.0,1,0,1,0.51,-23.621076300000002,-46.684630799999994,53
694502,1.0,0.0006,7405,30,4190,850.0,1607.0,2016,18,113.9,1,0,2,0.98,-23.506521,-46.582663200000006,118
56821,0.0,0.05,1112,398,500,9983.0,2497.0,1975,21,0.0,0,1,3,0.49,-23.579797699999997,-46.6924581,109
1008125,0.0,0.0145,2349,98,431,812.0,1607.0,1991,12,62.0,0,0,1,0.73,-23.5711926,-46.7586381,128
82892,0.0,0.0187,1146,166,1016,4222.0,2139.0,1997,14,30.0,0,0,1,0.8,-23.6132658,-46.664684799999996,66
921615,1.0,0.0041,15287,124,3080,316.0,927.0,1981,6,153.7,0,4,2,0.26,-23.5520402,-46.406675,26
1018076,1.0,0.0313,1826,49,392,214.0,703.0,2000,4,53.04,0,12,2,0.72,-23.6730312,-46.78589,130
700934,0.0,0.0157,1720,98,697,927.0,1607.0,1997,9,0.0,0,0,3,0.8,-23.469322000000002,-46.59593710000001,12
468899,0.0,0.0133,1376,146,1376,1534.0,1854.0,1999,20,29.9,0,1,1,0.82,-23.5593437,-46.5928344,146
802520,0.0,0.0564,1335,354,589,2671.0,2497.0,2016,9,50.0,0,1,2,0.98,-23.554083300000002,-46.68658129999999,88
345622,0.0,0.0155,500,88,400,4615.0,2139.0,1960,16,26.68,0,0,2,0.22,-23.5558934,-46.6641024,82
1060588,0.0,0.0059,5340,105,1335,389.0,1224.0,1996,11,84.9,0,0,1,0.79,-23.6648796,-46.6377602,28
1071690,0.0,0.001,88861,69,4440,107.0,1224.0,2000,13,350.0,0,0,1,0.83,-23.4375436,-46.7214286,49
687844,1.0,0.0014,27245,148,3672,1359.0,1607.0,2008,28,137.09,0,0,1,0.91,-23.5302242,-46.575694,46
90270,0.0,0.0031,1600,29,470,6115.0,2497.0,1981,10,40.0,1,1,1,0.59,-23.5915457,-46.6691124,131
327572,0.0,0.0179,606,83,239,5409.0,2139.0,1981,15,15.0,0,0,1,0.59,-23.5529544,-46.6546335,84
994716,0.0,0.0167,2185,46,536,163.0,703.0,1986,5,32.55,0,12,1,0.4,-23.6091889,-46.5026506,105
342449,0.0,0.0064,1240,63,1240,7714.0,2584.0,2002,18,31.0,3,5,1,0.85,-23.555735199999997,-46.6597,34
206825,0.0,0.0179,907,112,243,3113.0,2139.0,1990,15,25.7,0,0,3,0.71,-23.5864908,-46.6412551,109
353562,0.0,0.0119,2444,193,1867,2236.0,2139.0,1998,22,32.3,0,0,3,0.81,-23.5386436,-46.6868657,12
618406,0.0,0.0088,1877,97,1473,1468.0,1607.0,2010,15,74.76,0,0,2,0.93,-23.5920895,-46.5804658,42
27462,0.0,0.0152,2163,154,1000,7930.0,2497.0,1974,16,47.0,0,1,1,0.48,-23.5736253,-46.6572485,9
1058020,1.0,0.0057,3657,164,300,1367.0,1854.0,2010,23,83.0,0,1,2,0.93,-23.608949600000003,-46.74255720000001,8
1142286,0.0,0.0204,4335,355,1958,1908.0,1854.0,2007,26,0.0,0,1,3,0.9,-23.6286733,-46.7214284,1
70632,1.0,0.0075,1773,93,560,4614.0,2139.0,1983,22,29.6,0,0,3,0.62,-23.604817399999998,-46.667018799999994,144
262395,1.0,0.0023,2674,70,2501,2524.0,2497.0,2015,30,43.95,0,1,3,0.97,-23.551913,-46.645289,136
988864,0.0,0.0018,36890,110,4400,556.0,1224.0,1985,6,144.78,0,0,2,0.64,-23.5960928,-46.5063398,148
1414,0.0,0.0333,1000,275,700,8204.0,2497.0,1971,17,20.0,0,1,1,0.42,-23.5660539,-46.6550249,9
934489,0.0,0.0016,1695,27,1203,848.0,1854.0,1992,11,70.9,1,1,1,0.74,-23.6296061,-46.5904374,131
156659,0.0,0.0193,1064,152,263,8193.0,2497.0,1989,18,30.0,2,1,2,0.7,-23.5596658,-46.666381099999995,34
616764,0.0,0.003,24200,59,4381,829.0,1285.0,1985,5,220.0,0,4,3,0.37,-23.5983802,-46.57622979999999,148
315274,0.0,0.029,945,133,630,4032.0,2139.0,1968,15,18.7,0,0,1,0.37,-23.5610568,-46.6424526,133
691883,0.0,0.0302,1002,148,732,919.0,1607.0,2010,10,18.0,0,0,1,0.93,-23.509230300000002,-46.5834995,128
457073,1.0,0.0109,1682,160,1411,1563.0,2139.0,2017,23,35.69,0,0,1,0.99,-23.536121100000003,-46.5803516,93
311805,0.0,0.0227,779,94,220,2378.0,2139.0,1981,12,17.7,0,0,1,0.59,-23.5582948,-46.6444298,133
742073,0.0,0.0087,2113,104,477,1382.0,2139.0,1983,17,25.1,0,0,1,0.62,-23.4903812,-46.639761,100
709145,0.0,0.0057,5004,98,5004,1091.0,1607.0,1994,22,63.8,0,0,2,0.76,-23.482260600000004,-46.5999136,42
109823,0.0,0.0093,670,43,500,6477.0,2139.0,1964,11,13.15,0,0,1,0.3,-23.54243,-46.6525765,84
1040966,0.0,0.0159,4062,233,710,1639.0,1854.0,1983,13,0.0,0,1,3,0.62,-23.612396399999998,-46.7294402,107
549132,1.0,0.0186,2240,164,352,2220.0,2139.0,1989,13,32.0,0,0,1,0.7,-23.6027843,-46.6308114,31
866845,0.0,0.002,18655,136,6825,1549.0,1607.0,1988,23,180.0,0,0,1,0.69,-23.660162300000003,-46.6895859,126
204236,0.0,0.0437,585,184,320,3655.0,2139.0,1970,14,12.75,0,0,1,0.41,-23.584101,-46.6422883,133
737366,1.0,0.0046,5914,87,477,1003.0,1607.0,1999,27,54.49,0,0,1,0.82,-23.472340399999997,-46.63755870000001,93
595984,0.0,0.0083,1352,83,440,1658.0,2139.0,1992,16,28.06,0,0,1,0.74,-23.634119199999997,-46.6402953,133
633098,1.0,0.0028,5682,125,4369,1814.0,1607.0,2014,25,67.6,0,0,2,0.96,-23.569330100000002,-46.541864000000004,94
985962,1.0,0.0057,5947,86,863,158.0,927.0,2013,11,62.81,0,4,1,0.93,-23.6016418,-46.46089979999999,87
694064,0.0,0.0287,1159,136,305,864.0,1607.0,1990,9,25.0,0,0,1,0.71,-23.503366699999997,-46.5772336,10
828810,0.0,0.0087,3432,253,2755,1867.0,2497.0,2010,30,45.15,0,1,1,0.93,-23.627888000000002,-46.67353370000001,48
1114991,1.0,0.0208,2307,49,582,47.0,703.0,1996,4,42.28,0,12,1,0.64,-23.5915176,-46.4027972,6
546076,1.0,0.0139,1400,111,430,3876.0,2139.0,2009,20,23.0,0,0,2,0.92,-23.6001544,-46.634920799999996,94
431160,1.0,0.0363,783,192,132,2476.0,2139.0,2005,15,17.4,0,0,1,0.88,-23.5268439,-46.6914636,31
309850,1.0,0.0078,2398,101,350,2816.0,2139.0,1979,19,29.65,0,0,1,0.56,-23.5622456,-46.649142600000005,31
378807,0.0,0.0236,460,54,200,2029.0,2139.0,1975,11,10.0,0,0,1,0.49,-23.532132,-46.655275599999996,133
87651,0.0,0.0232,732,110,234,4202.0,2139.0,1990,12,24.4,0,0,1,0.71,-23.6078668,-46.6651735,133
388090,0.0,0.0177,1293,183,1293,5996.0,2139.0,1997,15,28.0,0,0,1,0.8,-23.535848899999998,-46.6605271,66
109290,0.0,0.0085,856,58,600,4316.0,2139.0,1974,14,21.95,0,0,1,0.48,-23.545849,-46.6513706,84
1053366,0.0,0.0278,2883,324,350,1584.0,1854.0,1984,21,94.5,0,1,2,0.63,-23.6246918,-46.7358916,90
1158828,0.0,0.0125,1226,110,1226,1765.0,2139.0,2004,20,25.26,0,0,1,0.88,-23.608143,-46.632668599999995,66
406795,0.0,0.0019,1982,43,1907,3187.0,2139.0,1999,16,42.35,1,0,2,0.82,-23.5358438,-46.6766946,101
484858,0.0,0.0122,1169,105,1029,2357.0,2139.0,1994,15,26.14,0,0,1,0.76,-23.5645393,-46.6323791,66
395070,0.0,0.009,840,47,600,3681.0,2139.0,1975,18,14.0,0,0,1,0.49,-23.5306026,-46.6657533,84
187421,0.0,0.0137,2800,163,800,3365.0,2139.0,1974,17,40.0,0,0,3,0.48,-23.6215146,-46.67546110000001,109
61282,1.0,0.025,1800,324,1415,4585.0,2497.0,1992,22,40.0,0,1,3,0.74,-23.6017003,-46.6658739,20
797441,0.0,0.0166,1789,216,1617,3394.0,2497.0,1995,16,36.56,0,1,1,0.78,-23.5517033,-46.690329,48
