,tipo_de_contribuinte_1,fracao_ideal,area_do_terreno,area_construida,area_ocupada,valor_do_m2_do_terreno,valor_do_m2_de_construcao,ano_da_construcao_corrigido,quantidade_de_pavimentos,testada_para_calculo,tipo_de_uso_do_imovel,tipo_de_padrao_da_construcao,tipo_de_terreno,fator_de_obsolescencia,latitude,longitude,labels
1053851,0.0,0.0088,5375,165,3000,1468.0,1607.0,2005,15,0.0,0,0,3,0.88,-23.6271378,-46.7362794,140
711705,1.0,0.0121,2096,132,700,1364.0,2139.0,2001,17,74.2,0,0,3,0.84,-23.485429999999997,-46.611500899999996,38
1045643,1.0,0.0492,2170,470,1447,1418.0,2213.0,1998,21,154.0,0,2,2,0.81,-23.6121069,-46.7361197,39
298331,0.0,0.0117,476,35,470,3817.0,1631.0,1970,10,12.5,0,4,1,0.2,-23.5367272,-46.645661499999996,52
450907,0.0,0.0053,9150,255,6976,1095.0,1854.0,2013,10,101.4,0,1,1,0.96,-23.5564048,-46.606369,27
83241,0.0,0.0176,1120,164,908,4141.0,2139.0,2008,12,22.4,0,0,1,0.91,-23.614059,-46.663134899999996,66
178961,0.0,0.0038,3680,134,2430,2683.0,2497.0,2014,24,80.0,0,1,2,0.96,-23.615119699999997,-46.6856933,141
284301,0.0,0.0333,660,91,640,4013.0,1631.0,1959,6,16.5,0,4,1,0.2,-23.5408987,-46.651839100000004,52
359027,0.0,0.0011,1500,18,600,2288.0,2139.0,1979,10,30.0,1,0,1,0.56,-23.5424046,-46.6839891,53
510596,0.0,0.0387,860,155,264,3598.0,2139.0,1976,11,21.5,0,0,1,0.51,-23.5713401,-46.633538,133
383013,0.0,0.0177,873,111,391,5143.0,2139.0,1968,18,23.05,0,0,1,0.37,-23.534516699999998,-46.6591417,84
754604,0.0,0.0018,6446,30,943,2882.0,2139.0,1976,17,66.7,1,0,1,0.51,-23.4890742,-46.6263058,131
1004196,0.0,0.0043,15816,208,4084,670.0,1607.0,2014,18,176.63,0,0,1,0.96,-23.5892727,-46.74245379999999,27
565029,0.0,0.0201,600,80,198,2034.0,2139.0,1984,13,15.0,0,0,1,0.63,-23.608454199999997,-46.6387044,133
545742,0.0,0.0185,930,105,915,3418.0,2139.0,1997,17,26.0,0,0,2,0.8,-23.598591600000002,-46.6420346,82
623930,1.0,0.0104,3443,48,1146,661.0,1285.0,2002,4,22.58,0,4,1,0.76,-23.593364899999997,-46.583011600000006,2
900183,0.0,0.0101,6054,46,1516,860.0,1285.0,1981,3,57.06,0,4,1,0.26,-23.5810573,-46.7443945,76
310333,0.0,0.0134,1482,137,577,2816.0,2139.0,1985,11,30.54,0,0,2,0.64,-23.5624658,-46.649271500000005,42
364953,0.0,0.0422,500,157,320,5183.0,2139.0,1972,13,10.0,0,0,1,0.44,-23.5667775,-46.679581,133
1150473,0.0,0.0029,4900,97,3890,1230.0,1607.0,2004,15,76.83,0,0,2,0.88,-23.5073892,-46.664545399999994,42
641882,1.0,0.0363,2333,508,1879,2856.0,3092.0,2008,30,46.64,0,2,1,0.91,-23.549149,-46.5619665,20
183552,1.0,0.0937,1006,408,523,2803.0,3092.0,1990,11,34.22,0,2,3,0.71,-23.6193939,-46.6813057,39
212447,0.0,0.0213,679,90,600,2810.0,2139.0,1969,9,22.0,0,0,3,0.39,-23.5903585,-46.6727299,109
1046464,1.0,0.0023,2080,32,1827,1841.0,1854.0,2003,20,30.0,1,1,1,0.86,-23.618795000000002,-46.737095000000004,118
452064,0.0,0.0409,635,187,508,1504.0,1607.0,1969,12,16.58,0,0,1,0.39,-23.558846,-46.603010600000005,10
1118555,1.0,0.0156,3564,49,775,47.0,703.0,1996,4,0.0,0,12,3,0.64,-23.5969475,-46.3991223,43
399618,0.0,0.0215,600,90,600,4809.0,2139.0,1999,13,12.0,0,0,1,0.82,-23.534839,-46.668847799999995,66
280675,0.0,0.0047,692,35,692,2505.0,2139.0,1957,16,34.5,0,0,3,0.2,-23.536216,-46.651124700000004,109
738193,1.0,0.0056,4196,83,1089,741.0,1607.0,2010,11,156.0,0,0,2,0.93,-23.478479399999998,-46.658480700000005,94
203254,0.0,0.0179,1149,108,400,3287.0,2139.0,1973,17,19.16,0,0,1,0.46,-23.5855297,-46.6454506,84
94315,0.0,0.0365,620,125,500,6358.0,2139.0,1954,10,37.5,0,0,3,0.2,-23.5470668,-46.6563473,109
69727,0.0,0.0283,1195,257,304,4488.0,2497.0,1988,20,26.57,0,1,1,0.69,-23.603761399999996,-46.669268,48
1092863,0.0,0.0135,4590,56,916,217.0,703.0,1987,5,42.04,0,12,1,0.42,-23.5511926,-46.4426846,105
180063,1.0,0.0059,5366,235,4110,2774.0,2139.0,2009,24,72.4,0,0,3,0.92,-23.6149937,-46.6736182,38
112047,0.0,0.0305,1071,288,480,5830.0,2139.0,1973,21,23.9,0,0,1,0.46,-23.541299600000002,-46.6585112,133
28359,0.0,0.0137,1560,167,879,8232.0,2139.0,1976,11,20.0,0,0,1,0.51,-23.5735764,-46.6575257,84
881260,1.0,0.0042,6294,96,399,1576.0,1607.0,2013,19,65.0,0,0,1,0.96,-23.5317834,-46.7451035,93
388400,0.0,0.0263,1335,254,508,6190.0,2497.0,1972,20,23.0,0,1,1,0.44,-23.537381699999997,-46.6600132,9
836678,0.0,0.0069,1201,64,1201,2582.0,2002.0,2000,14,19.45,3,5,1,0.83,-23.6287894,-46.7067811,134
402016,0.0,0.0157,698,77,650,5039.0,2139.0,2000,18,20.0,0,0,1,0.83,-23.535036399999996,-46.6694522,66
513254,1.0,0.0094,1094,79,1094,3012.0,2497.0,2002,18,28.6,0,1,2,0.85,-23.577005800000002,-46.639849600000005,20
144797,0.0,0.0057,2660,110,1800,5345.0,2139.0,1974,18,52.21,0,0,3,0.48,-23.5613104,-46.6739685,109
661772,0.0,0.0238,1012,109,837,1522.0,1607.0,1997,11,19.53,0,0,1,0.8,-23.550563,-46.5480344,78
243376,0.0,0.0042,4805,145,4646,1129.0,1607.0,2002,21,69.9,0,0,2,0.85,-23.5589284,-46.6228987,42
465751,0.0,0.0192,776,85,757,1532.0,1607.0,2001,14,19.4,0,0,1,0.84,-23.5545699,-46.5871025,78
217286,0.0,0.0221,1000,92,900,3352.0,2139.0,1980,9,20.0,0,0,1,0.57,-23.5978675,-46.6808608,133
630499,1.0,0.0111,3338,211,1276,1226.0,1854.0,2011,17,63.41,0,1,2,0.94,-23.5698236,-46.5717586,46
904709,1.0,0.0039,9800,77,2000,764.0,1607.0,1981,13,0.0,0,0,3,0.59,-23.4968717,-46.699257,81
237396,0.0,0.0172,735,88,717,2059.0,1631.0,1969,17,9.8,0,4,1,0.2,-23.5450944,-46.6198162,52
395404,1.0,0.0078,2710,159,2120,2228.0,2139.0,2010,20,71.4,0,0,3,0.93,-23.5309515,-46.6634042,38
663788,1.0,0.0004,7700,36,6435,1931.0,1854.0,2011,29,0.0,1,1,3,0.94,-23.5429782,-46.550075899999996,136
398088,0.0,0.0158,1899,179,1200,3761.0,2139.0,1974,16,44.85,0,0,3,0.48,-23.5321415,-46.666298,109
44690,0.0,0.033,697,152,188,5596.0,2139.0,1982,16,21.0,0,0,1,0.6,-23.5859104,-46.674002,133
969100,0.0,0.0229,2168,48,422,607.0,703.0,1982,5,10.39,0,12,3,0.29,-23.5421333,-46.48328789999999,17
237112,0.0,0.0267,487,127,389,2386.0,2139.0,1964,8,19.0,0,0,3,0.3,-23.546129999999998,-46.6217381,109
1161806,1.0,0.0097,2549,105,1487,1593.0,2139.0,2016,12,70.6,0,0,3,0.98,-23.612738,-46.636346,144
316710,0.0,0.0121,1104,99,989,5448.0,2139.0,2006,22,23.0,0,0,1,0.89,-23.564659699999996,-46.649429,66
101409,0.0,0.0212,627,87,219,6275.0,2497.0,1986,12,30.85,0,1,2,0.66,-23.5483721,-46.6550722,88
725046,0.0,0.0625,1092,347,950,1327.0,1854.0,2002,9,21.0,0,1,1,0.85,-23.4848025,-46.6170162,146
630639,1.0,0.0067,4255,133,2803,1226.0,1607.0,2013,22,65.0,0,0,1,0.96,-23.5698401,-46.570782,93
1063809,0.0,0.01,4603,54,1100,265.0,691.0,2007,5,94.5,0,9,3,0.84,-23.678069,-46.7920924,54
762336,1.0,0.0208,2350,204,1869,1816.0,2139.0,1998,13,47.28,0,0,1,0.81,-23.5046448,-46.639151899999995,93
202851,1.0,0.0061,9366,423,6292,3136.0,2497.0,2015,29,0.0,0,1,3,0.97,-23.584325699999997,-46.6432235,20
656907,0.0,0.0433,725,167,589,1902.0,1854.0,1994,13,25.24,0,1,1,0.76,-23.564556399999997,-46.542970600000004,146
874548,0.0,0.0113,800,28,200,666.0,1607.0,1986,9,16.0,1,0,1,0.66,-23.652833899999997,-46.638476000000004,99
363342,0.0,0.0157,704,84,415,2705.0,2139.0,1974,17,0.0,0,0,3,0.48,-23.5443168,-46.6908969,109
973835,1.0,0.0313,1241,49,324,645.0,703.0,1980,5,41.02,0,12,3,0.23,-23.5457619,-46.4795091,142
775406,0.0,0.0141,2568,65,600,664.0,1607.0,2009,9,131.6,0,0,1,0.92,-23.4919802,-46.721262100000004,125
271679,0.0,0.0036,3600,175,3600,5062.0,2139.0,1967,26,68.47,0,0,1,0.35,-23.546764899999996,-46.6431847,97
360591,0.0,0.0031,3475,61,3200,2268.0,2139.0,1970,14,63.0,0,0,3,0.41,-23.5408897,-46.6822648,97
520536,0.0,0.1243,292,129,233,3199.0,2139.0,1949,4,12.1,0,0,1,0.2,-23.5878139,-46.6312771,129
528464,1.0,0.1439,410,98,200,1606.0,2139.0,1964,4,14.0,0,0,1,0.3,-23.5782683,-46.6127624,30
304475,0.0,0.0442,507,80,360,4411.0,2139.0,1953,6,13.1,0,0,1,0.2,-23.539250199999998,-46.637664799999996,139
230959,0.0,0.0036,669,49,650,6655.0,2139.0,1954,23,37.0,0,0,3,0.2,-23.539980399999997,-46.6367599,109
817627,1.0,0.0002,12741,30,9384,3781.0,3352.0,2016,37,91.48,4,6,2,0.98,-23.5685743,-46.6984541,60
381941,0.0,0.0236,545,115,520,3334.0,2139.0,1970,11,30.0,0,0,1,0.41,-23.532123000000002,-46.6604442,133
1156108,0.0,0.0156,1175,142,950,1853.0,2139.0,1996,18,20.0,0,0,1,0.79,-23.605901199999998,-46.629220700000005,66
360429,0.0,0.0187,1300,100,930,2298.0,2139.0,2003,9,30.0,0,0,2,0.86,-23.5421448,-46.6830409,42
603364,0.0,0.017,1000,112,920,1111.0,1607.0,2002,15,20.0,0,0,1,0.85,-23.6196403,-46.6072328,78
189622,0.0,0.0025,2683,21,305,2263.0,2139.0,1981,18,29.7,1,0,3,0.59,-23.6197889,-46.665196200000004,101
643968,0.0,0.0915,500,76,350,2717.0,2139.0,1972,5,10.0,0,0,1,0.44,-23.5556323,-46.568492600000006,133
680731,0.0,0.0102,2381,126,601,1599.0,1607.0,1982,13,34.5,0,0,1,0.6,-23.532056100000002,-46.579164399999996,10
343217,1.0,0.0078,2058,87,1900,7927.0,2139.0,1955,10,46.56,0,0,3,0.2,-23.557171899999997,-46.65858720000001,144
922037,0.0,0.006,7373,94,1000,693.0,1285.0,1985,5,126.2,0,4,2,0.37,-23.55396,-46.52348,18
1086619,1.0,0.0093,8421,52,2080,47.0,703.0,2000,5,44.0,0,12,1,0.72,-23.4458746,-46.7009406,77
171465,0.0,0.0312,1500,204,1351,2451.0,2497.0,2003,9,30.0,0,1,1,0.86,-23.6104174,-46.6812935,48
1009583,0.0,0.0116,4250,103,916,861.0,1607.0,2002,12,170.0,0,0,2,0.85,-23.5807589,-46.7612951,42
337910,1.0,0.0044,2454,75,1593,3655.0,2139.0,2014,21,42.76,0,0,1,0.96,-23.553283999999998,-46.6507826,31
399819,0.0,0.0437,400,146,300,4624.0,2139.0,1974,13,20.3,0,0,3,0.48,-23.5353388,-46.6681425,109
135978,0.0,0.0401,589,63,400,4515.0,1631.0,1970,3,32.0,0,4,1,0.2,-23.564243700000002,-46.688847700000004,52
752482,0.0,0.0012,1592,16,1363,1650.0,2139.0,2000,20,37.0,1,0,1,0.83,-23.498867899999997,-46.6354258,131
409727,0.0,0.1201,500,108,279,3184.0,1631.0,1968,4,10.0,0,4,1,0.2,-23.5369578,-46.6783142,129
876550,0.0,0.0215,1600,131,313,665.0,1607.0,1977,11,32.0,0,0,3,0.52,-23.654641199999997,-46.638818,82
260795,0.0,0.004,754,16,754,4579.0,1631.0,1956,15,22.3,1,4,1,0.2,-23.5478518,-46.6404303,117
150777,1.0,0.0107,1108,69,350,5503.0,2139.0,1980,17,33.05,0,0,1,0.57,-23.5963581,-46.6690131,31
1124514,1.0,0.0104,4695,49,1163,72.0,703.0,1996,4,0.0,0,12,3,0.64,-23.5904745,-46.41044,43
340946,1.0,0.007,1595,82,1463,4098.0,2139.0,1993,22,26.34,0,0,1,0.75,-23.5556347,-46.653766,31
985345,0.0,0.0625,1929,109,436,471.0,927.0,1981,4,52.4,0,4,3,0.26,-23.610813500000003,-46.4598372,75
387763,0.0,0.0333,2576,638,2301,6332.0,3599.0,1997,33,54.96,0,3,1,0.8,-23.536648800000002,-46.6622328,69
820365,0.0,0.0056,3464,153,3339,3151.0,2497.0,1991,22,40.0,0,1,1,0.73,-23.6232171,-46.686328100000004,103
990468,0.0,0.0167,2169,47,572,441.0,703.0,1986,5,47.91,0,12,3,0.4,-23.604764000000003,-46.50143129999999,17
801511,1.0,0.0109,2674,245,2222,2790.0,2497.0,2009,24,44.48,0,1,1,0.92,-23.5614117,-46.689043299999994,50
1038117,0.0,0.012,3000,119,955,802.0,1607.0,2010,12,50.0,0,0,3,0.93,-23.6088424,-46.72531420000001,140
220442,0.0,0.0047,1000,29,800,3338.0,2497.0,1974,14,20.0,1,1,1,0.48,-23.5994113,-46.677854499999995,131
325542,0.0,0.0066,742,34,400,6293.0,2139.0,1967,15,14.0,0,0,1,0.35,-23.5484741,-46.6500901,84
884804,1.0,0.006,7473,211,1889,915.0,1854.0,2010,26,112.82,0,1,1,0.93,-23.520056,-46.7273723,25
884593,0.0,0.0034,6584,85,1968,1046.0,1607.0,2008,17,100.0,0,0,1,0.91,-23.5181651,-46.7154086,128
321908,0.0,0.0002,10156,24,6160,5007.0,2497.0,2007,30,0.0,1,1,3,0.9,-23.5658605,-46.6440903,36
697922,0.0,0.025,1856,59,442,434.0,1285.0,1983,5,46.0,0,4,3,0.32,-23.4889999,-46.5666971,75
479327,0.0,0.0138,1000,103,380,2538.0,2139.0,1991,17,38.8,0,0,2,0.73,-23.5628884,-46.6383055,42
369554,0.0,0.0194,585,113,471,2403.0,1607.0,1970,11,15.0,0,0,1,0.41,-23.5314272,-46.636289399999995,10
1084579,0.0,0.0166,2325,57,679,114.0,703.0,1985,5,61.54,0,12,1,0.37,-23.447411399999996,-46.7169099,85
179903,0.0,0.0027,2951,79,1883,2332.0,2139.0,2012,28,67.53,0,0,5,0.95,-23.6137936,-46.69083070000001,1
502646,0.0,0.0003,7319,12,2861,1406.0,2139.0,2014,25,42.02,1,0,3,0.96,-23.5743604,-46.6053018,36
627254,0.0,0.0113,2500,158,2051,1584.0,1607.0,2005,24,50.0,0,0,2,0.88,-23.5616697,-46.5813702,42
392470,0.0,0.0135,1374,146,850,5955.0,2139.0,1975,14,31.55,0,0,1,0.49,-23.538002300000002,-46.6614989,84
830157,0.0,0.0044,5884,203,4857,1327.0,1854.0,2013,26,118.0,0,1,3,0.96,-23.6377822,-46.718951399999995,98
1075719,0.0,0.004,4511,99,1234,1016.0,1854.0,2014,21,25.37,0,1,1,0.96,-23.528321,-46.602306,21
794517,0.0,0.0309,342,52,250,2949.0,1631.0,1971,9,12.0,0,4,1,0.2,-23.5455204,-46.6922994,52
740420,0.0,0.0138,1072,104,828,1320.0,2139.0,2012,20,20.0,0,0,1,0.95,-23.4882928,-46.6410404,66
327271,0.0,0.0364,487,154,300,4981.0,2139.0,1974,15,8.39,0,0,1,0.48,-23.5516817,-46.654214,133
890330,0.0,0.0063,3265,88,950,1060.0,1607.0,2008,14,25.0,0,0,1,0.91,-23.5629533,-46.747721999999996,128
778808,1.0,0.0061,3168,61,480,722.0,1607.0,2016,19,60.88,0,0,1,0.98,-23.500099300000002,-46.7246743,93
557937,0.0,0.0926,400,96,336,1498.0,1285.0,1977,3,10.0,0,4,1,0.2,-23.600025600000002,-46.60468970000001,129
665330,0.0,0.005,3972,98,3105,1346.0,1607.0,2008,19,0.0,0,0,3,0.91,-23.5411552,-46.54550029999999,140
130319,0.0,0.0596,1100,488,300,4585.0,3092.0,1991,18,23.0,0,2,1,0.73,-23.5634413,-46.6821245,69
677113,1.0,0.0129,1170,108,1063,801.0,1607.0,2000,20,30.0,0,0,1,0.83,-23.524849600000003,-46.531954299999995,93
896107,0.0,0.0433,1257,62,500,2044.0,1607.0,1971,4,30.0,0,0,1,0.42,-23.580839800000003,-46.7112489,10
646453,0.0,0.0239,1850,221,1651,2257.0,2497.0,2003,22,36.4,0,1,2,0.86,-23.555193300000003,-46.553945299999995,114
772216,1.0,0.0091,2475,79,1791,775.0,1607.0,2017,9,49.5,0,0,1,0.99,-23.4871469,-46.6895723,93
1158662,0.0,0.0184,868,114,660,1684.0,2139.0,2008,15,29.7,0,0,1,0.91,-23.6078431,-46.6338888,66
849864,1.0,0.0052,1852,105,630,1217.0,1607.0,2014,28,47.0,0,0,1,0.96,-23.638542,-46.669264299999995,93
968960,1.0,0.0373,1193,59,324,615.0,703.0,1979,5,50.88,0,12,3,0.2,-23.545665399999997,-46.4854245,142
38025,0.0,0.0068,3090,162,1500,5275.0,2139.0,1973,20,52.0,0,0,1,0.46,-23.5806578,-46.673407,84
185876,0.0,0.014,1600,143,500,3141.0,2139.0,1983,15,35.0,0,0,1,0.62,-23.6211314,-46.6747621,133
567383,0.0,0.0019,2410,21,1200,2002.0,2497.0,1980,11,28.03,1,1,1,0.57,-23.6142332,-46.6425387,131
271222,0.0,0.0095,458,53,400,2637.0,2139.0,1970,12,17.5,0,0,1,0.41,-23.550577399999998,-46.6428045,84
171232,1.0,0.0313,1500,195,1190,2121.0,2139.0,2006,9,30.0,0,0,1,0.89,-23.611770800000002,-46.6796366,31
1163288,1.0,0.002,2146,31,1656,1690.0,2139.0,1997,14,44.4,1,0,1,0.8,-23.6135813,-46.6336815,106
1138545,0.0,0.0138,2750,108,400,2312.0,2139.0,1983,16,53.87,2,0,2,0.62,-23.6126052,-46.7032966,34
596888,0.0,0.0161,2004,108,896,1550.0,2139.0,1991,16,0.0,0,0,3,0.73,-23.624898499999997,-46.633542,109
1149635,1.0,0.0121,1583,138,526,1104.0,1607.0,2006,12,13.95,0,0,3,0.89,-23.5056813,-46.6657791,38
526877,0.0,0.0209,1337,108,739,3185.0,2139.0,1995,13,0.0,0,0,3,0.78,-23.592925,-46.6224422,109
804899,0.0,0.0334,1830,182,372,2205.0,2139.0,1978,12,80.0,0,0,1,0.54,-23.5443245,-46.7090446,33
715226,0.0,0.0521,700,98,380,1648.0,2139.0,1973,4,20.0,0,0,1,0.46,-23.4922592,-46.6239529,133
512766,0.0,0.006,7779,229,3070,2519.0,2497.0,1992,22,181.94,0,1,2,0.74,-23.5778957,-46.6375347,80
589277,0.0,0.0074,2277,115,920,1987.0,2139.0,1982,18,45.0,0,0,1,0.6,-23.622702399999998,-46.637315799999996,100
1145523,1.0,0.0041,8400,98,1632,761.0,1285.0,2000,11,107.1,0,4,3,0.72,-23.509623100000002,-46.602806,35
282154,0.0,0.1805,200,86,200,4234.0,2139.0,1959,3,5.0,0,0,1,0.2,-23.538868899999997,-46.651188,129
1111240,1.0,0.0167,2695,52,800,72.0,927.0,2008,5,15.71,0,4,1,0.86,-23.5797271,-46.3957039,87
73350,0.0,0.0161,1875,169,900,4502.0,2139.0,1975,14,37.5,0,0,1,0.49,-23.6033079,-46.673593,84
1165681,1.0,0.0056,5767,197,5000,1753.0,1607.0,2014,18,149.5,0,0,2,0.96,-23.6349159,-46.6383954,94
763564,1.0,0.0079,1273,85,1026,984.0,2139.0,2016,15,42.7,0,0,2,0.98,-23.5100678,-46.6522452,94
159877,0.0,0.0059,1569,69,1246,4831.0,2497.0,2000,22,22.62,3,1,3,0.83,-23.5978772,-46.6671697,34
968811,1.0,0.0373,1239,69,362,607.0,703.0,1979,5,22.25,0,12,3,0.2,-23.5463669,-46.4857262,142
176465,1.0,0.014,1370,126,1038,3544.0,2139.0,2011,20,59.65,0,0,2,0.94,-23.614864100000002,-46.6804484,94
279716,0.0,0.0057,2147,93,2147,4279.0,2139.0,2000,23,39.53,0,0,1,0.83,-23.538134,-46.652174,100
283996,0.0,0.005,889,36,750,4013.0,2139.0,1973,9,39.7,0,0,3,0.46,-23.5414647,-46.652125899999994,109
93380,1.0,0.0027,2444,83,1200,26706.0,2139.0,1957,26,50.0,0,0,3,0.2,-23.560788600000002,-46.657586,68
86190,0.0,0.0113,1800,100,373,4526.0,2139.0,1978,19,40.0,0,0,1,0.54,-23.606627300000003,-46.659523,100
421352,0.0,0.0144,1049,118,1049,2940.0,2139.0,2001,20,26.5,0,0,1,0.84,-23.5328458,-46.682633100000004,66
544908,1.0,0.0572,360,104,120,2756.0,2139.0,1988,10,12.0,0,0,1,0.69,-23.598771,-46.6331636,31
177575,0.0,0.0281,1000,201,720,3460.0,2139.0,2006,20,20.0,0,0,3,0.89,-23.612323800000002,-46.6845876,109
860698,0.0,0.028,1660,230,309,904.0,1854.0,1993,14,60.9,0,1,2,0.75,-23.645702,-46.6507282,58
808264,1.0,0.0085,2840,90,1741,841.0,1607.0,2009,9,136.04,0,0,2,0.92,-23.549363600000003,-46.7469066,94
246314,0.0,0.0154,921,122,921,2433.0,2139.0,1970,18,26.68,0,0,1,0.41,-23.552402999999998,-46.631424100000004,84
874662,0.0,0.0046,7136,63,967,955.0,1607.0,1989,14,0.0,0,0,3,0.7,-23.652400399999998,-46.6368679,140
39632,0.0,0.0774,525,317,248,5134.0,2497.0,1975,13,15.0,0,1,1,0.49,-23.579101,-46.6741874,48
974354,1.0,0.0271,1527,57,510,634.0,703.0,1980,5,38.89,0,12,1,0.23,-23.543138,-46.479486200000004,91
3633,1.0,0.0192,1015,139,650,8063.0,2139.0,1969,14,20.3,0,0,1,0.39,-23.567744199999996,-46.6565795,31
174398,0.0,0.017,1350,156,1220,3107.0,2497.0,1997,13,26.99,0,1,1,0.8,-23.6118428,-46.6828478,48
39765,1.0,0.018,1350,130,800,5017.0,2139.0,1974,14,30.0,0,0,1,0.48,-23.578511300000002,-46.67366989999999,31
861075,0.0,0.0041,1095,32,365,1127.0,1607.0,1984,11,20.0,1,0,1,0.63,-23.648717,-46.667210100000005,131
1141442,0.0,0.0007,65796,101,50000,1556.0,1607.0,1980,4,99.49,0,0,1,0.57,-23.639039999999998,-46.735637,15
153490,0.0,0.0002,2045,18,1810,7947.0,2584.0,1992,22,62.68,4,5,2,0.74,-23.5717032,-46.6601704,7
677709,1.0,0.0085,3498,67,735,679.0,1607.0,2011,10,54.7,0,0,3,0.94,-23.530555399999997,-46.5361406,38
113053,0.0,0.0014,3000,42,908,7519.0,2139.0,1978,16,30.0,1,0,1,0.54,-23.541183399999998,-46.66036,29
1062720,0.0,0.0005,232700,54,34476,249.0,927.0,1989,4,110.79,0,4,2,0.48,-23.749717,-46.69870529999999,124
641128,0.0,0.0015,1500,13,296,3019.0,2139.0,1983,12,30.0,1,0,1,0.62,-23.547507,-46.5642311,131
1133168,1.0,0.025,1301,47,369,72.0,703.0,2000,5,0.0,0,12,3,0.72,-23.6047799,-46.402303499999995,43
1009907,0.0,0.0176,1225,98,800,1228.0,1607.0,1975,11,45.8,0,0,1,0.49,-23.5558066,-46.7511696,10
579554,0.0,0.0137,1600,128,1000,3510.0,2139.0,1975,16,68.0,0,0,3,0.49,-23.6171803,-46.6386582,109
936054,1.0,0.0022,15376,79,978,622.0,1607.0,1996,13,94.0,0,0,1,0.79,-23.6304741,-46.603178899999996,112
544706,0.0,0.02,895,139,641,4412.0,2139.0,1996,14,20.0,0,0,1,0.79,-23.5971866,-46.6373205,66
419630,0.0,0.0127,1200,111,1149,3086.0,2139.0,2001,20,24.0,0,0,1,0.84,-23.5297048,-46.687254700000004,66
298868,0.0,0.0223,328,62,200,3226.0,1631.0,1970,11,15.1,0,4,1,0.2,-23.537779,-46.644847799999994,52
611188,0.0,0.0161,1343,118,1343,1619.0,1607.0,2000,16,29.5,0,0,3,0.83,-23.597669399999997,-46.599340999999995,140
1151484,1.0,0.0119,1260,109,1184,1073.0,1607.0,1995,14,18.0,0,0,1,0.78,-23.510035199999997,-46.6599441,93
517358,1.0,0.0094,3491,178,3206,2591.0,2139.0,2015,24,123.76,0,0,2,0.97,-23.5806927,-46.634899100000005,94
1063448,0.0,0.01,5527,54,2625,265.0,927.0,2006,5,113.3,0,4,3,0.83,-23.6775062,-46.792688399999996,14
299164,1.0,0.0208,233,58,180,3122.0,1631.0,1970,11,10.3,0,4,3,0.2,-23.5384078,-46.6446092,144
501377,1.0,0.0298,1005,132,752,1908.0,2139.0,1991,10,17.2,0,0,1,0.73,-23.5784539,-46.618146,31
625023,1.0,0.0093,3780,210,2561,1619.0,1854.0,2010,28,94.0,0,1,2,0.93,-23.5583499,-46.574825,46
71406,0.0,0.0104,1600,113,338,4259.0,2139.0,1978,19,40.0,0,0,1,0.54,-23.6056674,-46.668049100000005,100
480162,0.0,0.0075,1080,64,800,2393.0,2139.0,1970,12,17.5,0,0,1,0.41,-23.561493300000002,-46.6362234,84
409852,0.0,0.0321,1200,262,380,3324.0,2497.0,1987,19,24.0,0,1,1,0.67,-23.5373696,-46.6765611,48
265202,0.0,0.0005,4868,21,3407,2685.0,2139.0,1983,21,0.0,1,0,3,0.62,-23.551376100000002,-46.6432169,36
62025,0.0,0.0029,1600,33,318,4273.0,2139.0,1979,23,32.0,1,0,1,0.56,-23.6036444,-46.665114200000005,53
392184,0.0,0.0002,711,23,675,5927.0,2139.0,1972,12,20.0,1,0,1,0.44,-23.5352366,-46.66602460000001,53
518278,0.0,0.0103,4818,204,2733,2232.0,2497.0,2016,25,136.7,0,1,2,0.98,-23.581260399999998,-46.618038,55
1169347,1.0,0.0135,4920,684,3828,4165.0,3599.0,2013,27,152.27,0,3,2,0.96,-23.5887311,-46.683322600000004,39
695809,1.0,0.0068,3072,77,574,312.0,1607.0,2015,19,77.09,0,0,2,0.97,-23.4684574,-46.57559929999999,94
96409,0.0,0.05,1472,492,293,6747.0,3092.0,1985,23,36.0,0,2,1,0.64,-23.5463333,-46.6601799,69
5280,0.0,0.0454,715,184,400,7874.0,2139.0,1970,13,16.25,0,0,1,0.41,-23.5659732,-46.658926799999996,133
1006434,0.0,0.0029,8148,90,1784,697.0,1607.0,2007,13,88.0,0,0,1,0.9,-23.5859942,-46.7401001,128
233737,1.0,0.0076,1080,53,960,4979.0,2139.0,1955,7,34.0,0,0,3,0.2,-23.5389838,-46.6286294,144
667506,0.0,0.0123,2682,116,1212,696.0,1607.0,1998,21,60.91,0,0,2,0.81,-23.5332914,-46.524037899999996,42
1118169,1.0,0.0208,3390,49,582,47.0,703.0,1996,4,96.85,0,12,3,0.64,-23.5925152,-46.397167700000004,43
911323,0.0,0.0017,22895,70,4933,970.0,1607.0,1983,19,489.36,0,0,2,0.62,-23.4572828,-46.6208532,89
921369,1.0,0.0063,7326,84,1658,330.0,927.0,2004,5,0.0,0,4,3,0.79,-23.554192,-46.406095799999996,35
97292,0.0,0.0192,1044,165,520,7350.0,2497.0,1973,13,20.6,0,1,1,0.46,-23.545148,-46.659743799999994,9
84704,1.0,0.0089,1100,81,288,4314.0,2139.0,1992,15,30.0,0,0,1,0.74,-23.605436899999997,-46.6589958,31
205948,0.0,0.0533,1365,317,1200,2959.0,3092.0,2003,21,21.0,0,2,1,0.86,-23.587576600000002,-46.6467934,69
